STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL PERCENT,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
1836,NV,Nevada,1,H4NV01146 ,,Jose,Padilla,"Padilla, Jose",,R,"5,045","45,34%",,,,,,,,,,
1837,NV,Nevada,1,n/a,,,,,Party Votes:,R,"11,128",,,,,,,,,,,
1838,NV,Nevada,1,H4NV01179 ,,"Richard ""Ricardo Carlos""",Charles,"Charles, Richard ""Ricardo Carlos""",,LIB,,,,,"2,617","3,26%",,,,,,
1839,NV,Nevada,1,H4NV01187,,Kamau,Bakari,"Bakari, Kamau",,IAP,,,,,"1,626","2,02%",,,,,,
1840,NV,Nevada,1,n/a,,,,,District Votes:,,"26,2",,,,"80,299",,,,,,,
1841,NV,Nevada,,n/a,,,,,,,,,,,,,,,,,,
1842,NV,Nevada,2,H2NV02395 ,(I),Mark E.,Amodei,"Amodei, Mark E.",,R,Unopposed,,,,"122,402","65,73%",,,,,W,
1843,NV,Nevada,2,H4NV02151,,Kristen ,Spees,"Spees, Kristen ",,D,"8,206","38,35%",,,"52,016","27,93%",,,,,,
1844,NV,Nevada,2,H4NV02128 ,,Brian ,Dempsey,"Dempsey, Brian ",,D,"6,804","31,80%",,,,,,,,,,
1845,NV,Nevada,2,H4NV02136,,Vance,Alm,,,D,"3,225","15,07%",,,,,,,,,,
1846,NV,Nevada,2,H4NV02144 ,,Ed ,Lee,"Lee, Ed ",,D,"3,164","14,79%",,,,,,,,,,
1847,NV,Nevada,2,n/a,,,,,Party Votes:,D,"21,399",,,,,,,,,,,
1848,NV,Nevada,2,H2NV02205,,Janine,Hansen,"Hansen, Janine",,IAP,,,,,"11,792","6,33%",,,,,,
1849,NV,Nevada,2,n/a,,,,,District Votes:,,"21,399",,,,"186,21",,,,,,,
1850,NV,Nevada,,n/a,,,,,,,,,,,,,,,,,,
1851,NV,Nevada,3,H0NV03058,(I),Joe,Heck,"Heck, Joe",,R,Unopposed,,,,"88,528","60,75%",,,,,W,
1852,NV,Nevada,3,H4NV03084 ,,Erin,Bilbray,"Bilbray, Erin",,D,"13,204","84,02%",,,"52,644","36,13%",,,,,,
1853,NV,Nevada,3,H4NV03100 ,,"Zachary ""Mr. Z.""",Campbell,"Campbell, Zachary ""Mr. Z.""",,D,"2,511","15,98%",,,,,,,,,,
1854,NV,Nevada,3,n/a,,,,,Party Votes:,D,"15,715",,,,,,,,,,,
1855,NV,Nevada,3,H4NV03126 ,,David,Goossen,"Goossen, David",,IND,,,,,"1,637","1,12%",,,,,,
1856,NV,Nevada,3,H4NV03118,,Randy,Kimmick,,,LIB,,,,,"1,566","1,07%",,,,,,
1857,NV,Nevada,3,H4NV03134 ,,Steven,St. John,"St. John, Steven",,IND,,,,,"1,344","0,92%",,,,,,
1858,NV,Nevada,3,n/a,,,,,District Votes:,,"15,715",,,,"145,719",,,,,,,
1859,NV,Nevada,,n/a,,,,,,,,,,,,,,,,,,
1860,NV,Nevada,4,H4NV04017 ,,Cresent,Hardy,"Hardy, Cresent",,R,"10,398","42,63%",,,"63,466","48,53%",,,,,W,
1861,NV,Nevada,4,H4NV04025 ,,Niger,Innis,,,R,"8,077","33,11%",,,,,,,,,,
1862,NV,Nevada,4,H4NV04033,,Mike ,Monroe,"Monroe, Mike ",,R,"5,393","22,11%",,,,,,,,,,
1863,NV,Nevada,4,H4NV04041 ,,"Carlo ""Mazunga""",Poliak,"Poliak, Carlo ""Mazunga""",,R,523,"2,14%",,,,,,,,,,
1864,NV,Nevada,4,n/a,,,,,Party Votes:,R,"24,391",,,,,,,,,,,
1865,NV,Nevada,4,H2NV04011 ,(I),Steven A.,Horsford,"Horsford, Steven A.",,D,"16,269","84,30%",,,"59,844","45,76%",,,,,,
1866,NV,Nevada,4,H4NV03142,,"Mark J., Jr.",Budetich,"Budetich, Mark J., Jr.",,D,"1,532","7,94%",,,,,,,,,,
1867,NV,Nevada,4,H2NV02387,,Sid,Zeller,"Zeller, Sid",,D,"1,498","7,76%",,,,,,,,,,
1868,NV,Nevada,4,n/a,,,,,Party Votes:,D,"19,299",,,,,,,,,,,
1869,NV,Nevada,4,H4NV04058 ,,Steve ,Brown,"Brown, Steve ",,LIB,,,,,"4,119","3,15%",,,,,,
1870,NV,Nevada,4,H0NV02167,,Russell,Best,"Best, Russell",,IAP,,,,,"3,352","2,56%",,,,,,
1871,NV,Nevada,4,n/a,,,,,District Votes:,,"43,69",,,,"130,781",,,,,,,
1872,NV,Nevada,,n/a,,,,,,,,,,,,,,,,,,
1873,NV,Nevada,H,n/a,,,,,Total State Votes:,,"107,004",,,,"543,009",,,,,,,
1874,,,,n/a,,,,,,,,,,,,,,,,,,
1875,NH,New Hampshire,1,H0NH01217,,Frank C.,Guinta,"Guinta, Frank C.",,R,"29,246","48,98%",,,"125,508","51,71%",,,,,W,
1876,NH,New Hampshire,1,H4NH01219,,Dan ,Innis,"Innis, Dan ",,R,"24,342","40,77%",,,,,,,,,,
1877,NH,New Hampshire,1,H4NH01235,,Brendan,Kelly,"Kelly, Brendan",,R,"4,999","8,37%",,,,,,,,,,
1878,NH,New Hampshire,1,H4NH01227,,Everett,Jabour,"Jabour, Everett",,R,996,"1,67%",,,,,,,,,,
1879,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,W(R),83,"0,14%",,,,,,,,,,
1880,NH,New Hampshire,1,H6NH01230,(I),Carol,Shea-Porter,"Shea-Porter, Carol",,W(R),40,"0,07%",,,,,,,,,,
1881,NH,New Hampshire,1,n/a,,,,,Party Votes:,R,"59,706",,,,,,,,,,,
1882,NH,New Hampshire,1,H6NH01230,(I),Carol,Shea-Porter,"Shea-Porter, Carol",,D,"16,956","98,11%",,,"116,769","48,11%",,,,,,
1883,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,W(D),113,"0,65%",,,,,,,,,,
1884,NH,New Hampshire,1,H0NH01217,,Frank C.,Guinta,"Guinta, Frank C.",,W(D),108,"0,62%",,,,,,,,,,
1885,NH,New Hampshire,1,H4NH01219,,Dan ,Innis,,,W(D),92,"0,53%",,,,,,,,,,
1886,NH,New Hampshire,1,H4NH01235,,Brendan,Kelly,,,W(D),10,"0,06%",,,,,,,,,,
1887,NH,New Hampshire,1,H4NH01227,,Everett,Jabour,,,W(D),4,"0,02%",,,,,,,,,,
1888,NH,New Hampshire,1,n/a,,,,,Party Votes:,D,"17,283",,,,,,,,,,,
1889,NH,New Hampshire,1,n/a,,,,,,,,,,,,,,,,,,
1890,NH,New Hampshire,1,n/a,,,Scattered,Scattered,,W,,,,,459,"0,19%",,,,,,
1891,NH,New Hampshire,1,n/a,,,,,District Votes:,,"76,989",,,,"242,736",,,,,,,
1892,NH,New Hampshire,,n/a,,,,,,,,,,,,,,,,,,
1893,NH,New Hampshire,2,H0NH02181,(I),Ann McLane,Kuster,"Kuster, Ann McLane",,D,"21,269","98,61%",,,"130,7","54,87%",,,,,W,
1894,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,W(D),144,"0,67%",,,,,,,,,,
1895,NH,New Hampshire,2,H4NH02241,,Marilinda,Garcia,"Garcia, Marilinda",,W(D),79,"0,37%",,,,,,,,,,
1896,NH,New Hampshire,2,H4NH02233,,Gary ,Lambert,"Lambert, Gary ",,W(D),39,"0,18%",,,,,,,,,,
1897,NH,New Hampshire,2,H4NH02258,,Jim ,Lawrence,"Lawrence, Jim ",,W(D),32,"0,15%",,,,,,,,,,
1898,NH,New Hampshire,2,H4NH02266,,Mike ,Little,"Little, Mike ",,W(D),6,"0,03%",,,,,,,,,,
1899,NH,New Hampshire,2,n/a,,,,,Party Votes:,D,"21,569",,,,,,,,,,,
1900,NH,New Hampshire,2,H4NH02241,,Marilinda,Garcia,"Garcia, Marilinda",,R,"27,285","49,19%",,,"106,871","44,87%",,,,,,
1901,NH,New Hampshire,2,H4NH02233,,Gary ,Lambert,"Lambert, Gary ",,R,"15,196","27,40%",,,,,,,,,,
1902,NH,New Hampshire,2,H4NH02258,,Jim ,Lawrence,"Lawrence, Jim ",,R,"10,327","18,62%",,,,,,,,,,
1903,NH,New Hampshire,2,H4NH02266,,Mike ,Little,"Little, Mike ",,R,"2,489","4,49%",,,,,,,,,,
1904,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,W(R),103,"0,19%",,,,,,,,,,
1905,NH,New Hampshire,2,H0NH02181,(I),Ann McLane,Kuster,"Kuster, Ann McLane",,W(R),64,"0,12%",,,,,,,,,,
1906,NH,New Hampshire,2,n/a,,,,,Party Votes:,R,"55,464",,,,,,,,,,,
1907,NH,New Hampshire,2,n/a,,,Scattered,Scattered,,W,,,,,613,"0,26%",,,,,,
1908,NH,New Hampshire,2,n/a,,,,,District Votes:,,"77,033",,,,"238,184",,,,,,,
1909,NH,New Hampshire,,n/a,,,,,,,,,,,,,,,,,,
1910,NH,New Hampshire,H,n/a,,,,,Total State Votes:,,"154,022",,,,"480,92",,,,,,,
1911,NH,New Hampshire,,n/a,,,,,,,,,,,,,,,,,,
1912,,,,n/a,,,,,,,,,,,,,,,,,,
1913,NJ,New Jersey,01 - FULL TERM,H4NJ01084 ,,Donald W. ,Norcross,"Norcross, Donald W. ",,D,"18,504","72,06%",,,"93,315","57,43%",,,,,W,
1914,NJ,New Jersey,01 - FULL TERM,H4NJ01100 ,,"Frank C., Jr.",Broomell,"Broomell, Frank C., Jr.",,D,"3,871","15,08%",,,,,,,,,,
1915,NJ,New Jersey,01 - FULL TERM,H4NJ01134,,Frank W.,Minor,,,D,"3,303","12,86%",,,,,,,,,,
1916,NJ,New Jersey,01 - FULL TERM,n/a,,,,,Party Votes:,D,"25,678",,,,,,,,,,,
1917,NJ,New Jersey,01 - FULL TERM,H4NJ01092,,Garry W.,Cobb,"Cobb, Garry W.",,R,"6,405","68,34%",,,"64,073","39,43%",,,,,,
1918,NJ,New Jersey,01 - FULL TERM,H4NJ01118,,Claire H. ,Gustafson,"Gustafson, Claire H. ",,R,"1,337","14,27%",,,,,,,,,,
1919,NJ,New Jersey,01 - FULL TERM,H4NJ01126,,Gerard ,McManus,"McManus, Gerard ",,R,863,"9,21%",,,,,,,,,,
1920,NJ,New Jersey,01 - FULL TERM,H0NJ01165,,Lee,Lucas,,,R,767,"8,18%",,,,,,,,,,
1921,NJ,New Jersey,01 - FULL TERM,n/a,,,,,Party Votes:,R,"9,372",,,,,,,,,,,
1922,NJ,New Jersey,01 - FULL TERM,H4NJ01142 ,,Scot John,Tomaszewski,"Tomaszewski, Scot John",,WDB,,,,,"1,784","1,10%",,,,,,
1923,NJ,New Jersey,01 - FULL TERM,H8NJ07041,,Robert,Shapiro,"Shapiro, Robert",,SBP,,,,,"1,134","0,70%",,,,,,
1924,NJ,New Jersey,01 - FULL TERM,H8NJ01192,,Margaret M.,Chapman,"Chapman, Margaret M.",,CN,,,,,"1,103","0,68%",,,,,,
1925,NJ,New Jersey,01 - FULL TERM,H4NJ01159,,Mike,Berman,"Berman, Mike",,OP,,,,,634,"0,39%",,,,,,
1926,NJ,New Jersey,01 - FULL TERM,H4NJ01167,,Donald E.,Letton,"Letton, Donald E.",,DRP,,,,,449,"0,28%",,,,,,
1927,NJ,New Jersey,01 - FULL TERM,n/a,,,,,District Votes:,,"35,05",,,,"162,492",,,,,,,
1928,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
1929,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01084 ,,Donald W.,Norcross,"Norcross, Donald W.",,D,"17,921","71,44%",,,"92,786","57,53%",,,,,W,
1930,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01100 ,,"Frank C., Jr.",Broomell,"Broomell, Frank C., Jr.",,D,"3,919","15,62%",,,,,,,,,,
1931,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01134,,Frank W.,Minor,"Minor, Frank W.",,D,"3,247","12,94%",,,,,,,,,,
1932,NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,,,Party Votes:,D,"25,087",,,,,,,,,,,
1933,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01092,,Garry W.,Cobb,"Cobb, Garry W.",,W(R)/R,359,"100,00%",,,"63,727","39,51%",,,,,,
1934,NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,,,Party Votes:,R,359,,,,,,,,,,,
1935,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01142,,Scot John,Tomaszewski,"Tomaszewski, Scot John",,WDB,,,,,"2,373","1,47%",,,,,,
1936,NJ,New Jersey,01 - UNEXPIRED TERM,H8NJ07041 ,,Robert ,Shapiro,"Shapiro, Robert ",,SBP,,,,,"1,647","1,02%",,,,,,
1937,NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01167 ,,Donald E.,Letton,"Letton, Donald E.",,DRP,,,,,742,"0,46%",,,,,,
1938,NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,,,District Votes:,,"25,446",,,,"161,275",,,,,,,
1939,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
1940,NJ,New Jersey,2,H2NJ02037,(I),Frank A. ,LoBiondo,,,R,"14,294","82,48%",,,"108,875","61,46%",,,,,W,
1941,NJ,New Jersey,2,H2NJ02128 ,,Mike,Assad,"Assad, Mike",,R,"3,037","17,52%",,,,,,,,,,
1942,NJ,New Jersey,2,n/a,,,,,Party Votes:,R,"17,331",,,,,,,,,,,
1943,NJ,New Jersey,2,H4NJ02140 ,,"William J., Jr.",Hughes,"Hughes, William J., Jr.",,D,"11,455","81,77%",,,"66,026","37,27%",,,,,,
1944,NJ,New Jersey,2,H4NJ02157 ,,David H. ,Cole,"Cole, David H. ",,D,"2,554","18,23%",,,,,,,,,,
1945,NJ,New Jersey,2,n/a,,,,,Party Votes:,D,"14,009",,,,,,,,,,,
1946,NJ,New Jersey,2,H4NJ02173,,Alexander H.,Spano,"Spano, Alexander H.",,DRP,,,,,663,"0,37%",,,,,,
1947,NJ,New Jersey,2,H8NJ02133,,Gary,Stein,"Stein, Gary",,IND,,,,,612,"0,35%",,,,,,
1948,NJ,New Jersey,2,H0NJ02098,,Constantino,Rozzo,"Rozzo, Constantino",,ALP,,,,,501,"0,28%",,,,,,
1949,NJ,New Jersey,2,H4NJ02165,,Bayode,Olabisi,"Olabisi, Bayode",,IND,,,,,471,"0,27%",,,,,,
1950,NJ,New Jersey,2,n/a,,,,,District Votes:,,"31,34",,,,"177,148",,,,,,,
1951,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
1952,NJ,New Jersey,3,H4NJ03130 ,,Tom,MacArthur,"MacArthur, Tom",,R,"15,908","59,91%",,,"100,471","53,99%",,,,,W,
1953,NJ,New Jersey,3,H8NJ09088 ,,Steve,Lonegan,"Lonegan, Steve",,R,"10,643","40,09%",,,,,,,,,,
1954,NJ,New Jersey,3,n/a,,,,,Party Votes:,R,"26,551",,,,,,,,,,,
1955,NJ,New Jersey,3,H4NJ03106,,Aimee,Belgard,"Belgard, Aimee",,D,"12,425","83,78%",,,"82,537","44,35%",,,,,,
1956,NJ,New Jersey,3,H0NJ04086,,Howard,Kleinhendler,"Kleinhendler, Howard",,D,"1,705","11,50%",,,,,,,,,,
1957,NJ,New Jersey,3,H4NJ03155,,Bruce ,Todd,"Todd, Bruce ",,D,700,"4,72%",,,,,,,,,,
1958,NJ,New Jersey,3,n/a,,,,,Party Votes:,D,"14,83",,,,,,,,,,,
1959,NJ,New Jersey,3,H4NJ03163,,Frederick John,LaVergne,"LaVergne, Frederick John",,DRP,,,,,"3,095","1,66%",,,,,,
1960,NJ,New Jersey,3,n/a,,,,,District Votes:,,"41,381",,,,"186,103",,,,,,,
1961,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
1962,NJ,New Jersey,4,H8NJ04014,(I),Christopher H.,Smith,"Smith, Christopher H.",,R,"14,81","100,00%",,,"118,826","67,96%",,,,,W,
1963,NJ,New Jersey,4,n/a,,,,,Party Votes:,R,"14,81",,,,,,,,,,,
1964,NJ,New Jersey,4,H4NJ04120,,Ruben M. ,Scolavino,"Scolavino, Ruben M. ",,D,"8,122","100,00%",,,"54,415","31,12%",,,,,,
1965,NJ,New Jersey,4,n/a,,,,,Party Votes:,D,"8,122",,,,,,,,,,,
1966,NJ,New Jersey,4,H4NJ04138 ,,Scott,Neuman,"Neuman, Scott",,DRP,,,,,"1,608","0,92%",,,,,,
1967,NJ,New Jersey,4,n/a,,,,,District Votes:,,"22,932",,,,"174,849",,,,,,,
1968,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
1969,NJ,New Jersey,5,H8NJ05052,(I),Scott,Garrett,"Garrett, Scott",,R,"15,972","100,00%",,,"104,678","55,41%",,,,,W,
1970,NJ,New Jersey,5,n/a,,,,,Party Votes:,R,"15,972",,,,,,,,,,,
1971,NJ,New Jersey,5,H4NJ05135,,Roy,Cho,"Cho, Roy",,D,"9,529","90,24%",,,"81,808","43,30%",,,,,,
1972,NJ,New Jersey,5,H2NJ05279,,Diane,Sare,"Sare, Diane",,D,"1,031","9,76%",,,,,,,,,,
1973,NJ,New Jersey,5,n/a,,,,,Party Votes:,D,"10,56",,,,,,,,,,,
1974,NJ,New Jersey,5,H0NJ05158,,Mark D.,Quick,"Quick, Mark D.",,FA,,,,,"2,435","1,29%",,,,,,
1975,NJ,New Jersey,5,n/a,,,,,District Votes:,,"26,532",,,,"188,921",,,,,,,
1976,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
1977,NJ,New Jersey,6,H8NJ03073,(I),"Frank , Jr.",Pallone,"Pallone, Frank , Jr.",,D,"11,358","100,00%",,,"72,19","59,93%",,,,,W,
1978,NJ,New Jersey,6,n/a,,,,,Party Votes:,D,"11,358",,,,,,,,,,,
1979,NJ,New Jersey,6,H4NJ06109 ,,Anthony E.,Wilkinson,"Wilkinson, Anthony E.",,R,"4,816","100,00%",,,"46,891","38,93%",,,,,,
1980,NJ,New Jersey,6,n/a,,,,,Party Votes:,R,"4,816",,,,,,,,,,,
1981,NJ,New Jersey,6,H4NJ06117,,Dorit,Goikhman,"Goikhman, Dorit",,LIB,,,,,"1,376","1,14%",,,,,,
1982,NJ,New Jersey,6,n/a,,,,,District Votes:,,"16,174",,,,"120,457",,,,,,,
1983,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
1984,NJ,New Jersey,7,H6NJ12136,(I),Leonard,Lance,"Lance, Leonard",,R,"15,9","54,44%",,,"104,287","59,25%",,,,,W,
1985,NJ,New Jersey,7,H0NJ07196 ,,David ,Larsen,"Larsen, David ",,R,"13,308","45,56%",,,,,,,,,,
1986,NJ,New Jersey,7,n/a,,,,,Party Votes:,R,"29,208",,,,,,,,,,,
1987,NJ,New Jersey,7,H4NJ07099 ,,Janice ,Kovach,"Kovach, Janice ",,D,"8,768","100,00%",,,"68,232","38,77%",,,,,,
1988,NJ,New Jersey,7,n/a,,,,,Party Votes:,D,"8,768",,,,,,,,,,,
1989,NJ,New Jersey,7,H0NJ11123,,James,Gawron,"Gawron, James",,LIB,,,,,"3,478","1,98%",,,,,,
1990,NJ,New Jersey,7,n/a,,,,,District Votes:,,"37,976",,,,"175,997",,,,,,,
1991,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
1992,NJ,New Jersey,8,H6NJ13191,(I),Albio,Sires,"Sires, Albio",,D,"25,641","100,00%",,,"61,51","77,35%",,,,,W,
1993,NJ,New Jersey,8,n/a,,,,,Party Votes:,D,"25,641",,,,,,,,,,,
1994,NJ,New Jersey,8,H4NJ08071,,Jude Anthony ,Tiscornia,"Tiscornia, Jude Anthony ",,R,"1,973","100,00%",,,"15,141","19,04%",,,,,,
1995,NJ,New Jersey,8,n/a,,,,,Party Votes:,R,"1,973",,,,,,,,,,,
1996,NJ,New Jersey,8,H6NJ09058,,Herbert H.,Shaw,"Shaw, Herbert H.",,PAC,,,,,"1,192","1,50%",,,,,,
1997,NJ,New Jersey,8,H2NJ08224,,Pablo,Olivera,"Olivera, Pablo",,WU,,,,,"1,022","1,29%",,,,,,
1998,NJ,New Jersey,8,H4NJ08097,,Robert,Thorne,"Thorne, Robert",,TN,,,,,653,"0,82%",,,,,,
1999,NJ,New Jersey,8,n/a,,,,,District Votes:,,"27,614",,,,"79,518",,,,,,,
2000,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
2001,NJ,New Jersey,9,H6NJ08118,(I),"Bill, Jr.",Pascrell,,,D,"12,907","100,00%",,,"82,498","68,49%",,,,,W,
2002,NJ,New Jersey,9,n/a,,,,,Party Votes:,D,"12,907",,,,,,,,,,,
2003,NJ,New Jersey,9,H4NJ09111,,Dierdre G.,Paul,"Paul, Dierdre G.",,R,"4,474","100,00%",,,"36,246","30,09%",,,,,,
2004,NJ,New Jersey,9,n/a,,,,,Party Votes:,R,"4,474",,,,,,,,,,,
2005,NJ,New Jersey,9,H4NJ09129,,Nestor,Montilla,"Montilla, Nestor",,SI,,,,,"1,715","1,42%",,,,,,
2006,NJ,New Jersey,9,n/a,,,,,District Votes:,,"17,381",,,,"120,459",,,,,,,
2007,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
2008,NJ,New Jersey,10,H2NJ10154 ,(I),"Donald M., Jr.",Payne,"Payne, Donald M., Jr.",,D,"24,49","91,25%",,,"95,734","85,38%",,,,,W,
2009,NJ,New Jersey,10,H0NJ10174,,Robert Louis,Toussaint,"Toussaint, Robert Louis",,D,"1,291","4,81%",,,,,,,,,,
2010,NJ,New Jersey,10,H4NJ10085 ,,Aaron,Fraser,"Fraser, Aaron",,D,697,"2,60%",,,,,,,,,,
2011,NJ,New Jersey,10,H4NJ10093 ,,"Curtis Alphonzo, III",Vaughn,"Vaughn, Curtis Alphonzo, III",,D,360,"1,34%",,,,,,,,,,
2012,NJ,New Jersey,10,n/a,,,,,Party Votes:,D,"26,838",,,,,,,,,,,
2013,NJ,New Jersey,10,H4NJ10101 ,,Yolanda ,Dentley,"Dentley, Yolanda ",,R,"1,49","100,00%",,,"14,154","12,62%",,,,,,
2014,NJ,New Jersey,10,n/a,,,,,Party Votes:,R,"1,49",,,,,,,,,,,
2015,NJ,New Jersey,10,H4NJ10127 ,,Gwendolyn A.,Franklin,"Franklin, Gwendolyn A.",,BBH,,,,,"1,237","1,10%",,,,,,
2016,NJ,New Jersey,10,H4NJ10119,,Dark,Angel,"Angel, Dark",,FV,,,,,998,"0,89%",,,,,,
2017,NJ,New Jersey,10,n/a,,,,,District Votes:,,"28,328",,,,"112,123",,,,,,,
2018,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
2019,NJ,New Jersey,11,H2NJ05014,(I),Rodney P.,Frelinghuysen,"Frelinghuysen, Rodney P.",,R,"15,697","66,72%",,,"109,455","62,57%",,,,,W,
2020,NJ,New Jersey,11,H4NJ11109,,Rick,Van Glahn,"Van Glahn, Rick",,R,"7,828","33,28%",,,,,,,,,,
2021,NJ,New Jersey,11,n/a,,,,,Party Votes:,R,"23,525",,,,,,,,,,,
2022,NJ,New Jersey,11,H4NJ11091,,Mark,Dunec,"Dunec, Mark",,D,"6,949","75,95%",,,"65,477","37,43%",,,,,,
2023,NJ,New Jersey,11,H4NJ11125,,Brian,Murphy,"Murphy, Brian",,D,"1,122","12,26%",,,,,,,,,,
2024,NJ,New Jersey,11,H4NJ11117 ,,Lee Anne,Brogowski,"Brogowski, Lee Anne",,D,"1,078","11,78%",,,,,,,,,,
2025,NJ,New Jersey,11,n/a,,,,,Party Votes:,D,"9,149",,,,,,,,,,,
2026,NJ,New Jersey,11,n/a,,,,,District Votes:,,"32,674",,,,"174,932",,,,,,,
2027,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
2028,NJ,New Jersey,12,H4NJ12149,,Bonnie Watson,Coleman,,,D,"15,603","43,04%",,,"90,43","60,95%",,,,,W,
2029,NJ,New Jersey,12,H4NJ12131 ,,Linda R.,Greenstein,,,D,"10,089","27,83%",,,,,,,,,,
2030,NJ,New Jersey,12,H6NJ06187,,Upendra,Chivukula,"Chivukula, Upendra",,D,"7,89","21,77%",,,,,,,,,,
2031,NJ,New Jersey,12,H4NJ12156 ,,Andrew,Zwicker,"Zwicker, Andrew",,D,"2,668","7,36%",,,,,,,,,,
2032,NJ,New Jersey,12,n/a,,,,,Party Votes:,D,"36,25",,,,,,,,,,,
2033,NJ,New Jersey,12,H4NJ12123 ,,Alieta,Eck,"Eck, Alieta",,R,"6,617","100,00%",,,"54,168","36,51%",,,,,,
2034,NJ,New Jersey,12,n/a,,,,,Party Votes:,R,"6,617",,,,,,,,,,,
2035,NJ,New Jersey,12,H4NJ12172,,Don,DeZarn,"DeZarn, Don",,LMP,,,,,"1,33","0,90%",,,,,,
2036,NJ,New Jersey,12,H8NJ04154,,Steven,Welzer,"Welzer, Steven",,GRE,,,,,890,"0,60%",,,,,,
2037,NJ,New Jersey,12,H0NJ12170,,Kenneth J.,Cody,"Cody, Kenneth J.",,TVH,,,,,567,"0,38%",,,,,,
2038,NJ,New Jersey,12,H0NJ06198,,Jack,Freudenheim,"Freudenheim, Jack",,SC,,,,,531,"0,36%",,,,,,
2039,NJ,New Jersey,12,H4NJ12164 ,,Allen J.,Cannon,"Cannon, Allen J.",,DRP,,,,,450,"0,30%",,,,,,
2040,NJ,New Jersey,12,n/a,,,,,District Votes:,,"42,867",,,,"148,366",,,,,,,
2041,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
2042,NJ,New Jersey,H,n/a,,,,,Total State Votes:,,"385,695",,,,1.982.640,,,,,,,
2043,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
2044,NJ,New Jersey,,n/a,,,,,,,,,,,,,,,,,,
2045,,,,n/a,,,,,,,,,,,,,,,,,,
2046,NM,New Mexico,1,H8NM01257,(I),Michelle,Lujan Grisham,"Lujan Grisham, Michelle",,D,"29,133","100,00%",,,"105,474","58,59%",,,,,W,
2047,NM,New Mexico,1,n/a,,,,,Party Votes:,D,"29,133",,,,,,,,,,,
2048,NM,New Mexico,1,H4NM01116,,Michael H.,Frese,"Frese, Michael H.",,R,"13,3","65,34%",,,"74,558","41,41%",,,,,,
2049,NM,New Mexico,1,H4NM01124,,Richard G. ,Priem,"Priem, Richard G. ",,R,"7,054","34,66%",,,,,,,,,,
2050,NM,New Mexico,1,n/a,,,,,Party Votes:,R,"20,354",,,,,,,,,,,
2051,NM,New Mexico,1,n/a,,,,,District Votes:,,"49,487",,,,"180,032",,,,,,,
2052,NM,New Mexico,,n/a,,,,,,,,,,,,,,,,,,
2053,NM,New Mexico,2,H2NM02126,(I),Steve ,Pearce,,,R,"24,598","100,00%",,,"95,209","64,43%",,,,,W,
2054,NM,New Mexico,2,n/a,,,,,Party Votes:,R,"24,598",,,,,,,,,,,
2055,NM,New Mexico,2,H4NM02072,,"Roxanne ""Rocky""",Lara,"Lara, Roxanne ""Rocky""",,D,"21,751","100,00%",,,"52,499","35,53%",,,,,,
2056,NM,New Mexico,2,n/a,,,,,Party Votes:,D,"21,751",,,,,,,,,,,
2057,NM,New Mexico,2,H4NM02080,,Jack A.,McGrann,"McGrann, Jack A.",,W,,,,,69,"0,05%",,,,,,
2058,NM,New Mexico,2,n/a,,,,,District Votes:,,"46,349",,,,"147,777",,,,,,,
2059,NM,New Mexico,,n/a,,,,,,,,,,,,,,,,,,
